,LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS
11350,8.852378886511985,9,11.610542128340578,0,30,2,0,2,1,1,0,11.701071692055445,4,0,10.171642709679686
11355,9.855924135604518,12,11.92720927582913,0,28,3,1,0,1,1,0,11.662732438836994,2,0,11.354293090669742
11360,6.2166061010848646,14,11.09644927542817,0,49,2,0,0,2,1,0,10.05195066017375,5,0,12.37581963951765
11365,8.550821372396221,8,10.814221753204105,1,66,2,0,1,1,1,0,11.192733974822708,4,0,8.550821372396221
11370,9.90353755128617,14,11.92720927582913,1,47,3,0,3,1,1,0,12.746362892345706,1,0,13.134293924552235
11375,8.268988209506656,8,11.079920226254767,1,62,2,1,0,1,1,0,12.708062347258762,5,0,8.895766604056085
11380,8.006700845440367,8,10.723251890363157,0,38,2,0,2,1,2,0,0.0,4,1,8.006700845440367
11385,7.650168700845001,9,10.31779779558084,1,75,2,0,0,2,1,0,6.90875477931522,4,0,7.650168700845001
11390,7.415175109613295,6,12.222007128890565,0,44,2,1,4,2,2,0,9.222367752188902,5,0,9.13356731317027
11395,16.87139680141899,12,18.591520584474992,1,52,3,1,0,1,2,0,0.0,3,0,18.98781108960033
11400,7.0909098220799835,5,8.931602548935768,0,52,2,0,0,2,2,0,6.803505257608338,2,0,7.0909098220799835
11405,7.313886831633462,12,9.383539618396707,0,72,3,1,0,2,3,0,0.0,5,0,7.313886831633462
11410,8.294299608857235,10,11.845379821066128,1,64,2,0,0,1,1,0,13.06479994037709,5,0,13.762110836088922
11415,8.716207971151853,7,9.383539618396707,0,48,2,0,3,1,1,0,0.0,5,0,9.401043372798053
11420,0.0,9,9.930047914868675,0,33,3,0,0,2,4,0,0.0,2,0,0.0
11425,6.246106765481563,6,10.030126736355644,0,21,3,0,2,1,2,0,10.043727641450573,5,0,6.246106765481563
11430,10.308985993422082,12,11.380020821211883,1,69,3,1,0,1,1,0,0.0,5,0,13.535797977912118
11435,7.560601162768557,9,12.035422182721987,1,45,2,0,2,1,4,0,12.431218191515056,5,1,7.560601162768557
11440,8.216358332386156,8,11.079920226254767,1,77,3,1,0,2,1,0,11.982935344196433,4,0,12.846612510860464
11445,11.37940550085183,8,10.16365262239305,1,68,2,0,1,2,2,0,10.130662964963708,3,0,12.02874460037869
11450,10.518700218288165,12,11.875916329276292,0,31,2,0,0,1,1,0,11.282266241614355,3,0,12.345838935721968
11455,1.9459101490553132,8,11.09644927542817,0,35,0,0,2,1,1,0,9.305741456739435,5,0,1.9459101490553132
11460,5.802118375377063,11,10.16365262239305,0,48,3,0,2,1,1,0,11.25416768929685,3,0,5.802118375377063
11465,7.826443135456014,12,10.281431375093115,0,31,2,0,0,2,1,0,11.309596795779068,3,1,9.66179808393482
11470,7.824445930877619,8,10.35288797609956,0,22,2,0,0,2,1,0,10.055822298839407,5,0,9.4343635363174
11475,12.524530013005734,13,14.423944319315101,1,58,3,1,0,1,1,1,14.151268968443645,5,0,15.640704964464884
11480,10.7706090484022,9,10.728002388735412,1,77,3,0,0,2,3,0,5.564520407322694,2,0,13.330679138375084
11485,10.12667110305036,13,12.86329861828133,0,76,3,1,0,1,2,0,9.210440366976517,3,0,16.27723395758446
11490,10.354595018522993,13,12.156049496587327,1,68,3,0,0,1,3,0,12.537176929007302,2,1,14.540834954387039
11495,10.640675541671662,8,10.723251890363157,0,68,2,1,0,2,3,0,0.0,5,0,10.640675541671662
11500,11.790564777297387,14,12.20592107089332,1,63,2,1,2,1,1,0,8.987321812850125,4,0,14.51334722567122
11505,10.87806606028079,13,11.773059697378923,1,44,3,0,4,1,1,0,12.779594156325743,5,0,11.899554278732099
11510,10.725489582719506,12,12.150351505528926,1,49,3,1,1,1,1,0,12.012493964400264,2,0,13.137253960339487
11515,10.344995251991222,12,11.128709656194046,1,63,3,0,0,1,1,0,0.0,1,0,14.83041545999586
11520,0.0,5,9.69367212060944,0,67,1,0,0,2,3,0,8.987321812850125,1,1,3.9318256327243257
11525,7.438971592395862,8,11.92720927582913,0,33,3,1,0,1,1,0,9.792611856190192,3,0,7.438971592395862
11530,9.798182590890704,13,12.60958109112215,1,61,3,1,0,1,3,0,0.0,3,0,15.929112072092934
11535,10.596409707779776,13,12.342150883607493,1,56,3,1,1,1,1,0,11.858293728629645,3,0,14.602599254863136
11540,8.434028950155469,14,9.6246836542707,0,72,2,0,0,1,3,0,0.0,4,0,13.3238353880913
11545,10.30229722897745,12,11.845379821066128,1,67,2,0,0,2,1,0,13.081543466215237,1,0,13.08112671358731
11550,6.947937068614969,10,9.69367212060944,0,52,0,0,2,2,3,0,10.610808804651954,4,0,7.518064181233078
11555,14.74649323274768,9,15.327923965832703,1,78,3,1,0,2,3,0,0.0,5,0,18.174290328512143
11560,10.239995502805316,14,11.59073968241829,0,30,3,1,0,2,1,0,0.0,3,0,12.6410997921206
11565,7.687538766201629,9,10.723251890363157,0,51,2,0,0,1,4,0,7.659642954564682,5,0,10.093322479806597
11570,7.664346632098617,10,10.64914561257346,1,61,3,0,0,2,1,0,11.620891583095712,5,0,9.748644966730458
11575,10.463131911491967,14,9.818828007928495,1,69,1,1,2,1,1,0,10.596659732783579,5,0,10.463131911491967
11580,10.714439990727769,12,12.857680640569662,1,75,3,1,0,1,2,0,13.429113984242598,3,0,13.919871474189012
11585,10.933124826700707,8,12.423643576356815,1,65,3,0,0,1,1,0,10.085850775128717,5,0,14.087064010681003
11590,7.937731775260109,6,10.569104881654322,1,65,2,1,0,1,3,0,6.90875477931522,4,0,7.937731775260109
11595,10.373522431293592,14,11.404411999129266,1,69,3,0,1,1,1,0,12.685410698175234,4,0,10.714439990727769
11600,11.277215789596893,12,11.813881383532228,1,32,3,1,3,1,1,0,12.703816069256568,4,0,12.118339189722553
11605,8.366602832783736,6,11.248253152234346,1,60,1,1,0,2,1,0,9.906034306802704,1,0,11.515930943990057
11610,6.431331081933479,9,8.084480867798195,0,51,1,0,0,2,3,0,0.0,3,0,6.431331081933479
11615,11.995357787034976,12,11.404411999129266,1,52,3,0,0,2,4,0,0.0,5,0,14.191890771518905
11620,7.313886831633462,3,9.6246836542707,0,57,2,0,0,2,2,0,11.218567827096358,4,0,8.922791623969637
11625,13.74830287778897,14,14.844973756944004,1,89,2,1,0,1,3,0,11.251573687764477,4,0,14.530713218398152
11630,14.947477348703712,13,15.160263388129438,1,64,3,1,0,1,2,1,0.0,5,0,16.78087387769253
11635,11.856947699918951,12,12.627470596661317,0,57,3,0,1,1,2,0,9.13140538388804,3,0,14.257860961952831
11640,11.316922746420394,8,12.332672181245634,1,35,3,1,2,1,1,0,12.742568940017076,5,0,13.573720485805207
11645,9.680406499268875,13,12.526827418238932,1,47,3,1,3,1,1,0,13.204866440535003,1,0,9.680406499268875
11650,8.006700845440367,12,11.485380194730258,0,40,3,0,1,1,1,0,5.303304908059076,3,0,8.006700845440367
11655,10.668978650219241,10,12.17852223565681,1,51,2,1,1,1,4,0,12.263402433573614,4,1,12.441148720271016
11660,8.716207971151853,8,11.234068703381137,0,40,3,0,0,1,1,0,10.085850775128717,4,0,8.716207971151853
11665,11.979178318844294,9,11.975999125353795,1,52,2,1,2,1,1,0,11.082157933374816,4,0,13.243520270752281
11670,6.608000625296087,12,9.69367212060944,1,67,1,0,0,2,3,0,11.958578766789342,5,0,6.608000625296087
11675,11.050905878263567,8,11.667700038278326,1,67,3,1,0,1,1,0,9.61587214452889,5,0,13.64981128240538
11680,6.7580945044277305,5,9.6246836542707,0,49,1,0,0,2,3,0,0.0,1,0,6.7580945044277305
11685,13.949342780334991,13,14.092167141073084,1,46,3,1,1,1,1,0,0.0,2,0,15.293107305676394
11690,10.513280297700861,9,10.897601753215403,1,73,3,1,0,1,3,0,10.332050506334692,2,0,12.566543874451872
11695,8.071218539969863,5,10.076644749570697,0,25,2,1,3,1,4,0,10.463131911491967,5,0,8.071218539969863
11700,10.308985993422082,12,13.465606225930554,1,69,3,1,0,1,2,0,0.0,5,0,15.848908292032746
11705,15.787784535590685,13,18.023992030383894,1,60,3,1,0,2,2,0,0.0,4,0,17.280339831149547
11710,6.90875477931522,10,10.91740401772286,1,73,1,0,1,2,3,0,0.0,4,0,6.90875477931522
11715,16.503358119776173,12,14.852282884803955,1,79,3,1,0,1,2,0,13.428377879293798,1,0,17.580053939177393
11720,6.2166061010848646,8,11.712956250852091,1,45,2,0,0,1,1,0,12.031725210748633,3,1,11.320565693461432
11725,3.713572066704308,8,10.723251890363157,1,47,1,0,2,1,1,0,11.434974734252892,4,0,3.713572066704308
11730,7.340186835320115,10,11.159961747859198,0,54,3,0,0,1,2,0,11.177466714598282,4,0,7.787796878181171
11735,7.193685818395112,9,11.316305758236654,1,35,2,0,2,1,1,0,10.134638955251866,3,0,11.564863051756848
11740,7.897668150726906,8,11.41638805747596,0,53,3,0,1,1,3,0,7.601402334583733,3,1,13.127730946198339
11745,15.14019570333917,11,14.429809435565296,1,56,3,1,0,2,2,0,0.0,4,0,16.33005699376956
11750,7.170888478512505,9,11.404411999129266,0,29,3,0,3,1,1,0,10.90285024541336,4,0,7.170888478512505
11755,11.849404844423074,14,13.094809883705356,1,41,3,0,2,1,1,0,13.017005083966255,5,0,12.259618151783465
11760,8.434028950155469,8,11.159961747859198,1,44,3,0,5,1,1,0,11.19822841866684,1,1,9.717218213494077
11765,8.778171881033469,12,12.253423172919685,0,66,3,0,0,1,3,0,10.077482875583607,2,0,9.975389521825207
11770,13.507627138738266,12,13.720153005096863,1,63,0,1,0,1,1,0,0.0,2,0,16.983892810687095
11775,8.352554369474591,12,10.31779779558084,1,52,1,0,2,1,1,0,12.66001358269538,3,1,8.352554369474591
11780,7.824445930877619,11,9.98133877479715,0,56,2,0,1,2,2,0,7.824445930877619,3,0,7.824445930877619
11785,6.35088571671474,8,11.560280761065794,0,37,2,0,6,1,4,1,10.672692588705143,1,1,6.35088571671474
11790,10.34177474101152,13,12.486822231693765,1,47,3,0,3,1,1,0,13.487007879880162,2,0,11.669937760751914
11795,9.259225769705994,14,11.773059697378923,1,71,3,1,0,1,3,0,12.19602736016897,4,0,9.259225769705994
11800,9.23024103368252,12,11.30306069379871,1,71,3,1,0,1,3,0,0.0,5,0,12.056417678159836
11805,12.175618592671356,14,13.382491442193844,1,36,3,1,1,1,1,0,16.331512127295913,2,0,17.239844903798623
11810,6.2166061010848646,11,10.451325058234776,0,71,2,0,0,2,3,0,8.517393171418904,4,1,6.2166061010848646
11815,6.734591659972948,7,10.076644749570697,1,67,1,1,0,2,3,0,0.0,4,0,6.734591659972948
11820,6.398594934535208,4,11.234068703381137,1,40,3,1,0,1,1,0,11.661354090741,5,0,6.398594934535208
11825,3.9318256327243257,7,11.20508155522288,0,43,3,0,3,1,2,1,10.923255026881002,5,1,3.9318256327243257
11830,8.612685172875459,12,11.276032359350232,0,34,2,0,2,1,1,0,0.0,4,0,8.612685172875459
11835,10.146472946063877,14,13.112431449146431,0,51,3,0,0,2,2,0,11.51493344762302,3,0,11.356283350762888
11840,10.463131911491967,12,11.773059697378923,1,40,3,1,1,1,1,0,11.827743504053695,5,0,13.258642740896052
11845,12.109016442313738,7,12.419286288567474,1,32,3,1,0,1,2,0,13.02805489573287,5,0,12.137263685701864
11850,8.732465848349879,8,10.769770904774587,0,38,2,1,0,2,1,1,8.210939733379021,4,0,9.169622538697624
11855,7.0909098220799835,14,11.441080401447914,1,79,2,1,0,2,3,0,4.110873864173311,5,1,13.355379632796451
11860,9.425532393502772,10,13.047019320498677,1,60,3,0,0,1,2,0,12.460718739865236,5,0,15.134703382894479
11865,9.787009914477434,12,11.934326696707894,1,54,3,0,0,2,1,0,12.342790829935483,4,0,13.61437430970479
11870,6.398594934535208,12,11.996201706795759,1,62,2,1,0,1,2,0,0.0,5,0,14.16165090740107
11875,8.02322468471667,9,11.485380194730258,1,74,3,0,0,1,2,0,11.107675333752876,1,0,8.802522498284421
11880,12.098493002763465,11,10.837852888043003,1,92,1,1,0,1,3,0,0.0,5,0,13.033752904360023
11885,7.170888478512505,10,10.85678052964002,1,77,3,0,0,2,3,0,10.422311107413181,5,0,8.24301946898925
11890,9.061956366209925,13,11.355019808159389,1,69,2,0,0,2,1,0,12.518621705612018,3,1,9.92431906211606
11895,12.637208749244536,12,16.145133597345904,1,82,3,0,0,1,2,0,0.0,5,0,17.797578166948586
11900,12.280256686219182,14,12.379191996605552,1,51,1,0,2,2,2,0,13.122365377402328,2,0,13.15270051743911
11905,8.517393171418904,13,11.92720927582913,1,51,3,1,0,1,1,0,12.354496960983985,5,0,12.269052139516223
11910,9.261128538808288,12,11.756252709710795,1,38,3,0,1,1,1,0,12.837347081942964,2,0,11.576097427792176
11915,14.819812533461441,9,14.975121008023244,1,68,3,1,0,1,2,0,0.0,3,0,15.507449876072164
11920,12.611541086966115,12,14.388012330009506,1,63,3,0,0,1,2,0,13.054086677976365,2,0,16.42558042423569
11925,12.70836496398791,13,12.14462086116848,1,43,2,0,3,1,2,0,0.0,5,0,15.670010213544769
11930,0.6931471805599453,8,10.451325058234776,0,38,2,0,4,2,1,0,0.0,5,0,0.6931471805599453
11935,14.250535115562965,14,13.3605866409496,1,69,3,1,0,1,2,0,0.0,2,0,14.999076858697435
11940,12.398761113062513,12,11.764691512444722,1,63,3,1,0,1,3,0,10.859018228147887,4,0,13.851361175642841
11945,10.30865261563529,12,12.085432314014094,1,81,3,1,0,1,3,0,13.710151153416941,2,0,14.975528653440433
11950,9.510519035757246,10,11.996201706795759,1,52,3,1,0,1,1,0,12.384223015005313,2,0,13.512377735048796
11955,3.9318256327243257,6,9.6246836542707,0,45,0,0,2,2,2,0,0.0,2,0,9.396902923027392
11960,6.803505257608338,3,9.6246836542707,1,78,2,0,0,2,3,0,0.0,3,0,6.803505257608338
11965,8.006700845440367,9,9.930047914868675,1,76,1,0,1,2,3,0,9.61587214452889,1,0,8.006700845440367
11970,7.601402334583733,7,10.623170750425082,1,73,2,0,0,2,1,0,9.510519035757246,5,0,10.203629181337648
11975,11.002116507732017,11,11.912820634128884,1,64,3,1,0,1,2,0,11.184435286790631,5,0,15.111880485079116
11980,11.798111925972618,8,10.569104881654322,1,76,2,1,0,2,3,0,0.0,5,0,11.815257205114566
11985,11.225936485607265,14,12.383727132769591,1,55,3,0,1,1,1,0,11.326607934898927,4,0,15.261547269460646
11990,7.550135342488429,8,11.367598443988374,1,33,2,0,2,2,1,0,8.006700845440367,4,0,7.550135342488429
11995,8.839421607620602,10,11.789588872889583,1,57,2,1,0,1,1,0,11.731265497840116,4,0,12.375397611328344
12000,9.392745258631441,6,10.74678187553037,1,70,3,0,0,1,3,1,0.0,4,0,9.392745258631441
12005,10.957817003758691,13,11.73915841150484,1,37,2,0,0,2,1,0,11.608244735642321,1,0,12.786613679689001
12010,6.111467339502679,6,8.117260745855429,1,67,1,0,0,2,3,0,0.0,4,0,6.111467339502679
12015,10.474495347310453,9,11.639529406064158,0,46,3,1,0,1,1,0,9.401043372798053,2,0,10.491301994830229
12020,11.154835234271214,13,13.479315484531796,1,42,3,0,0,1,1,1,14.02301322589993,1,0,15.269907627827127
12025,7.244941546337007,5,9.610295874443542,0,85,0,0,0,2,3,0,0.0,5,0,9.34145634983372
12030,8.853808274977197,13,11.695098780943722,1,50,1,0,0,2,1,0,12.409017571151187,3,0,12.456835254920371
12035,9.305741456739435,12,10.74678187553037,0,79,2,0,0,2,3,0,9.392745258631441,4,0,9.305741456739435
12040,12.019749091416921,9,11.73915841150484,1,61,3,1,0,1,1,0,0.0,4,0,12.277001641517879
12045,4.61512051684126,8,11.704067376563522,1,56,2,0,2,1,1,0,11.304066895725715,4,0,6.398594934535208
12050,9.648659816955295,13,11.507358877993518,1,50,3,0,0,1,1,1,11.728044909070785,2,0,10.768506042432708
12055,9.220389707829185,12,9.69367212060944,0,21,2,1,0,2,1,0,8.006700845440367,4,0,9.220389707829185
12060,12.636558767583635,12,12.899065751096177,1,43,3,1,0,1,1,0,12.206077645517674,4,0,14.121229729495871
12065,6.710523109452428,8,10.674462827538377,1,25,2,0,0,2,2,0,12.468440756144114,1,0,6.710523109452428
12070,13.478821697881893,12,13.913119058332606,1,58,3,1,0,1,2,0,14.731801689838349,5,0,16.459422584446216
12075,4.795790545596741,3,9.75820678716859,0,74,1,1,0,2,3,0,0.0,5,0,4.795790545596741
12080,17.429534479801806,14,13.60696712871672,1,60,3,1,0,1,2,0,0.0,2,0,17.796968222610133
12085,9.301186055275759,7,10.482095840823943,1,80,3,1,0,1,3,0,4.875197323201151,5,0,10.914197158028326
12090,13.403626391713884,8,14.388012330009506,1,61,3,1,1,1,1,0,13.151924121391561,4,0,15.942837211520102
12095,8.338305731356565,13,12.189572015326258,1,42,3,1,0,1,1,0,11.964644189595829,4,0,10.550093288660157
12100,9.980494888896912,12,12.401664759016501,1,27,3,1,0,1,1,0,12.733758336210744,2,0,11.915727028992151
12105,12.616196883019061,12,13.127599640220465,1,37,3,0,1,1,1,0,13.224921770781943,3,0,15.379407232746852
12110,8.00836557031292,11,11.439918298765717,1,68,2,0,0,1,3,0,12.712893259942282,5,0,13.526502273148179
12115,9.94755228369823,14,12.920456888161272,1,51,3,1,2,1,1,0,13.94557432030227,1,0,14.283575434042051
12120,10.308985993422082,13,15.559133944807261,1,60,3,1,2,1,2,0,0.0,2,0,17.776895011966886
12125,13.249878458265119,13,15.324105346279087,1,80,1,1,0,2,2,0,0.0,3,0,15.749275971649594
12130,6.236369590203704,8,9.69367212060944,1,67,1,0,1,2,3,0,0.0,1,0,6.523562306149512
12135,10.82637646843851,12,11.704067376563522,1,74,3,1,0,1,3,0,0.0,4,0,14.796213928053078
12140,7.3783837129967145,11,10.35288797609956,1,63,2,0,0,2,3,0,0.0,5,0,9.127067452782361
12145,9.472781556562168,8,0.0,1,57,2,0,0,2,2,0,10.778977123006351,2,0,10.668978650219241
12150,11.8515453936489,13,13.339931894816434,1,47,3,1,1,1,2,0,13.885503862184807,4,0,13.181200048848504
12155,11.107975224295076,13,11.756252709710795,1,66,3,1,1,1,3,0,9.441531454869693,2,0,12.784653174819363
12160,10.819798284210286,12,0.0,1,67,3,1,0,1,2,0,0.0,5,1,15.285686632949897
12165,9.433563920090563,8,11.028627743384128,1,64,2,0,0,2,1,0,11.449250570799508,5,0,11.701071692055445
12170,8.94910546953925,12,10.91740401772286,0,29,3,1,2,1,1,0,11.234546649377918,5,0,8.94910546953925
12175,9.680406499268875,13,11.845379821066128,0,42,2,1,3,2,1,0,11.710718387248724,4,0,10.373522431293592
12180,4.624972813284271,8,10.91740401772286,0,55,2,1,0,1,2,0,6.154858094016418,3,1,4.624972813284271
12185,12.933623668263472,14,11.797752121925635,1,68,3,1,0,1,2,0,11.608244735642321,5,0,14.100690252077353
12190,5.739792912179234,13,11.853101811967846,0,31,3,0,0,1,1,1,10.428245666832275,4,1,10.177742381673879
12195,7.601402334583733,13,10.296137022304844,1,65,2,0,0,2,1,0,0.0,5,0,12.926350926565435
12200,9.75272280064639,12,11.600689921732425,0,63,3,0,0,1,2,0,9.268703615273097,3,0,9.75272280064639
12205,5.303304908059076,10,9.875983398597374,0,62,1,0,0,2,2,0,0.0,4,0,5.5254529391317835
12210,7.048386408721883,11,10.792243293398966,0,29,3,0,0,2,1,0,9.741615472609583,4,0,9.625821815359835
12215,0.6931471805599453,9,11.439918298765717,0,37,2,0,3,1,1,0,9.467382808295852,4,1,7.31455283232408
12220,10.308985993422082,10,10.891583792576986,1,83,3,1,0,2,3,0,0.0,5,0,11.127277689932466
12225,8.071218539969863,8,9.818828007928495,0,28,2,0,0,2,2,0,5.993961427306569,2,0,8.071218539969863
12230,9.686636660844938,13,12.546245434332967,1,43,3,0,1,1,1,0,12.263402433573614,5,0,12.78296967746187
12235,8.006700845440367,11,11.756252709710795,1,50,1,0,2,1,1,0,12.491255347155265,5,0,10.404293143019792
12240,6.111467339502679,8,9.930047914868675,1,59,2,0,0,2,1,0,0.0,5,0,6.111467339502679
12245,12.820044034203148,13,14.616021955945245,1,52,3,1,1,1,2,0,13.710151153416941,4,0,15.782839814222704
12250,10.691967639914864,11,11.704067376563522,0,25,3,1,0,1,1,0,8.699681400989514,4,0,12.966880811009803
12255,15.937915918819488,12,16.601365786846902,1,70,2,1,0,2,2,0,0.0,4,0,18.87230526359467
12260,6.508769136971682,9,11.09644927542817,0,41,2,0,0,2,1,0,6.2166061010848646,2,0,6.508769136971682
12265,8.11701408773731,8,11.962300367785085,1,48,3,0,1,1,2,0,12.974329617683697,4,0,9.817439347910675
12270,13.151555121997195,13,14.083936648231209,1,58,3,1,1,1,1,0,14.835440685218117,4,0,16.755032785482435
12275,11.245059091624615,8,12.167348992793892,1,54,2,0,3,1,2,0,13.06685278163674,1,0,11.270866642542865
12280,12.604852121186608,11,10.451325058234776,1,68,3,1,0,2,3,0,0.0,3,0,14.084774808833686
12285,10.76004951120163,8,10.814221753204105,0,41,3,0,0,1,1,0,10.221977646629885,2,1,10.7706090484022
12290,9.005895898094458,11,12.035422182721987,1,33,3,0,0,1,1,0,13.57120848554519,2,0,11.399207904060908
12295,10.012386799492118,8,10.792243293398966,1,65,1,0,1,2,1,0,11.459535236710686,4,0,10.130662964963708
12300,10.757924157061597,12,11.380020821211883,1,30,2,0,1,1,4,0,12.587931300962664,5,0,10.975088291957388
12305,11.35675107214979,13,12.184062387617733,1,47,3,1,2,1,1,0,12.220966184120165,4,0,13.18165251962944
12310,11.902267966193309,14,13.20216819275296,1,54,3,1,0,1,2,0,9.305741456739435,3,0,14.083704718591765
12315,9.105090961257085,8,12.060739842420068,1,64,2,1,0,1,2,0,13.45883704259595,5,0,9.105090961257085
12320,11.51293546492023,9,0.0,1,89,3,1,0,1,2,0,0.0,5,1,17.988311971053466
12325,8.804024902413179,12,11.756252709710795,1,53,2,1,4,2,1,0,9.210440366976517,4,0,8.804024902413179
12330,10.799595985047786,12,12.009446852348587,1,56,3,1,1,1,1,0,11.951186847493476,2,0,10.799595985047786
12335,6.90875477931522,8,10.74678187553037,1,58,3,0,0,2,1,0,10.2653838414975,3,0,12.721888795877375
12340,5.993961427306569,9,9.182887610990473,0,23,2,0,0,2,1,0,9.90353755128617,5,1,5.993961427306569
12345,6.634633357861686,8,10.35288797609956,0,32,2,0,3,2,1,0,0.0,5,0,6.634633357861686
12350,8.909370405197466,13,11.610542128340578,1,50,3,0,1,1,1,0,11.863237206610364,2,0,12.003962581340353
12355,14.55267510240978,13,15.564789001302765,1,58,3,1,0,1,2,0,0.0,4,0,17.153555160127482
12360,10.34177474101152,12,12.96949885609716,1,71,3,1,1,1,3,0,13.060490101343552,3,0,15.967854103839276
12365,10.357774570341576,13,12.303684773907628,1,60,3,1,0,1,2,0,14.22430412061672,3,0,12.167856627501678
12370,0.6931471805599453,8,10.31779779558084,0,40,3,0,3,1,1,0,0.0,4,0,0.6931471805599453
12375,5.673323267171493,10,9.6246836542707,1,82,1,0,0,2,3,0,7.555381944240273,4,0,7.490529402060711
12380,7.824445930877619,9,11.190266672490848,1,51,3,0,1,2,1,0,12.427218202181711,5,1,7.824445930877619
12385,9.392745258631441,13,12.342150883607493,1,82,3,1,0,1,3,0,0.0,5,0,14.67501969910938
12390,7.518064181233078,9,11.528864869228297,1,35,1,0,1,1,1,0,12.536458540752227,2,0,11.101054885563546
12395,13.104201443434462,12,16.39311086228643,1,59,3,1,1,1,2,0,11.6172944892629,2,0,15.799542052353194
12400,10.085850775128717,12,14.591450706378096,1,66,3,0,0,1,3,0,0.0,1,0,16.20188526865048
12405,10.626217806887722,13,12.133060100630725,0,34,2,0,0,2,1,0,9.61587214452889,1,0,10.626217806887722
12410,12.765691290604371,10,13.23360490903136,1,62,0,1,0,1,2,0,13.369225017834633,1,0,13.579789490265188
12415,7.732369222284388,12,11.276032359350232,0,35,2,0,1,1,1,0,11.338583982516495,4,0,9.733944008101389
12420,3.713572066704308,6,9.383539618396707,0,37,1,0,2,2,1,0,6.523562306149512,5,0,3.713572066704308
12425,3.9318256327243257,6,10.121094683881875,1,76,2,0,0,1,3,0,0.0,5,0,3.9318256327243257
12430,12.301387370778713,14,12.097553606596385,1,77,3,1,0,1,2,0,0.0,5,0,15.317363482435562
12435,7.601402334583733,8,10.936821754744528,1,44,3,0,2,1,1,0,12.18332077348399,4,1,7.601402334583733
12440,7.890208213109961,8,11.380020821211883,1,50,3,1,3,1,1,0,11.974272987992675,4,0,11.955500084854576
12445,10.085850775128717,13,12.486822231693765,1,40,2,1,3,1,1,0,12.955129822091815,4,0,10.819798284210286
12450,10.26851253764627,13,13.121127138635973,1,57,3,1,0,2,1,0,11.931642378754141,5,0,14.155484513547862
12455,11.678448377988165,12,11.890841876391685,1,61,2,0,1,2,2,0,0.0,2,0,11.678448377988165
12460,7.02197642307216,8,10.030126736355644,1,82,3,0,2,2,3,0,7.6783263565068856,2,0,7.02197642307216
12465,10.933124826700707,12,13.051670481673254,1,46,2,0,2,1,1,1,13.721750276446835,4,0,14.080947788339607
12470,11.669937760751914,12,12.587682479766201,1,33,3,0,0,2,1,0,11.891368749982085,2,0,12.739054008205294
12475,9.472781556562168,13,12.383727132769591,1,41,2,0,3,1,2,0,12.426295937033295,5,0,9.729193687429403
12480,13.141971868210181,12,13.009010078095203,1,51,3,1,2,1,2,0,14.049396997262388,2,0,13.414885219255359
12485,6.803505257608338,8,10.511947979456522,0,41,2,0,1,2,4,0,0.0,5,0,6.803505257608338
12490,6.803505257608338,8,11.451478997511787,1,57,2,0,0,1,1,0,11.890683588496984,5,0,6.803505257608338
12495,9.392745258631441,13,12.474501794120155,1,53,3,1,1,1,2,0,12.81584093453868,4,1,11.472113887062386
12500,10.819798284210286,8,10.204473075038809,0,40,1,1,0,2,1,0,0.0,2,0,10.819798284210286
12505,5.8888779583328805,8,10.897601753215403,0,30,0,0,0,2,1,0,0.0,3,0,9.921376585371869
12510,12.411870628505058,8,12.59136571261931,1,45,3,1,2,1,2,0,13.314636915215106,3,0,13.072544784583393
12515,8.294299608857235,12,11.329377681719818,1,70,1,1,0,1,3,0,0.0,4,0,14.283011683558112
12520,12.53105411543589,11,14.99996242366865,0,62,2,1,0,1,1,0,0.0,4,0,18.854590772029567
12525,4.110873864173311,9,10.451325058234776,0,32,1,0,1,2,1,0,7.696667081526462,3,0,4.110873864173311
12530,12.456835254920371,12,16.056638656046122,1,63,3,1,0,1,2,0,17.178382859940395,3,0,17.34019323460396
12535,8.748463629942055,9,12.258564547947534,0,43,3,1,0,1,1,0,9.328212292571072,4,0,12.338420212709783
12540,10.91328684226798,12,11.875916329276292,1,56,3,1,2,1,2,0,13.513054553109397,2,0,13.964706985726394
12545,12.807655372286902,8,15.358883279725681,1,80,3,1,0,1,3,0,12.611541086966115,3,0,17.0066040429469
12550,4.110873864173311,9,10.31779779558084,0,29,2,0,0,2,1,0,0.0,2,0,4.110873864173311
12555,7.438971592395862,11,10.814221753204105,1,50,2,1,0,2,1,0,10.106469212026385,5,0,12.017940238399461
12560,9.024131268455035,12,10.35288797609956,0,23,2,0,0,2,1,0,6.3473892096560105,5,0,9.024131268455035
12565,5.8888779583328805,6,8.266751042186463,0,51,2,0,0,1,1,0,0.0,5,0,5.8888779583328805
12570,12.273735966890268,12,12.60958109112215,1,46,3,1,2,1,1,1,12.230233409397009,2,0,14.020083538688642
12575,7.804251383528112,13,10.674462827538377,1,38,1,1,2,2,1,0,12.179733803647622,5,0,10.65610574858806
12580,6.8885724595653635,9,10.281431375093115,0,41,3,1,0,2,1,0,10.879762701339295,2,1,10.202888193567093
12585,11.652696102959753,12,12.772460464301396,1,53,3,1,0,1,1,0,12.285581364503273,5,0,14.097150161414627
