,LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS
5135,3.9318256327243257,8,10.281431375093115,0,45,2,0,0,2,2,0,0.0,5,0,3.9318256327243257
5140,5.771441123130016,9,9.383539618396707,1,57,0,0,1,2,3,0,10.933124826700707,4,0,5.771441123130016
5145,12.128116509451258,12,14.43564035276491,1,55,2,1,0,1,2,0,0.0,3,0,14.641877019947108
5150,11.621788838451959,8,11.355019808159389,1,37,3,0,0,1,1,0,12.850557278777309,4,0,12.474193386571581
5155,9.741027444837728,12,12.283882237332369,1,65,2,1,1,1,1,0,12.612040960341938,3,0,9.741027444837728
5160,6.90875477931522,9,10.482095840823943,0,34,2,0,0,2,1,0,0.0,4,0,8.160803920954665
5165,9.90353755128617,9,11.92720927582913,1,53,3,1,1,1,1,0,12.184854116317803,5,0,13.039635902299171
5170,10.038935856711177,12,11.404411999129266,0,42,3,0,4,1,1,0,10.229223792606835,5,1,10.038935856711177
5175,0.6931471805599453,9,10.35288797609956,0,35,3,0,0,2,3,1,0.0,5,0,0.6931471805599453
5180,13.217675375388819,14,16.74995818236608,1,72,3,1,0,1,1,0,0.0,5,1,16.62455481560167
5185,11.744045122410057,13,12.232589186385791,1,72,3,1,0,1,3,0,14.36939624590319,2,0,15.457609446211269
5190,8.0774471493312,9,11.276032359350232,0,34,3,1,3,1,2,0,10.203629181337648,1,0,11.97804845324086
5195,7.496097345175956,8,10.95586961402582,1,77,2,1,0,2,3,0,0.0,5,0,7.496097345175956
5200,9.210440366976517,8,11.570537163972045,1,56,3,1,1,1,1,0,11.502885230075814,2,0,12.506180941677357
5205,8.556606193773073,6,10.674462827538377,1,44,3,0,0,2,2,1,0.0,5,1,8.556606193773073
5210,6.803505257608338,13,11.316305758236654,0,41,2,1,0,1,1,1,10.712215345197256,2,0,10.207694828570066
5215,10.819798284210286,12,10.95586961402582,1,76,3,1,0,1,3,0,0.0,5,0,13.574077009751477
5220,5.081404364984463,9,10.569104881654322,0,45,2,0,1,2,1,0,8.853808274977197,5,0,5.081404364984463
5225,9.90353755128617,13,10.204473075038809,0,29,2,0,0,2,1,0,0.0,3,0,10.791399385808587
5230,9.781376414141157,9,12.4908955417554,1,62,3,0,0,1,2,0,12.934830666099812,5,0,13.774585433126271
5235,7.313886831633462,4,10.792243293398966,0,73,2,0,0,2,3,0,8.922791623969637,4,0,7.901377353792616
5240,11.552155793461898,12,11.92720927582913,1,50,2,1,2,1,1,0,0.0,1,0,13.572165574841936
5245,9.012011377036412,9,12.060739842420068,1,65,2,0,0,1,1,0,12.866699217025852,1,0,13.960650188532405
5250,7.696667081526462,12,11.789588872889583,1,47,1,0,0,2,1,0,12.749852272189257,2,0,11.10045084755119
5255,12.647551406590285,12,12.222007128890565,0,67,3,1,0,1,3,0,10.085850775128717,1,0,15.82372472458392
5260,12.16034802776822,10,12.298770781461648,1,43,1,0,0,1,2,0,0.0,3,0,13.359111564557585
5265,16.34499223084216,12,13.73666279604693,1,69,3,0,0,1,3,0,0.0,1,0,18.118561637230037
5270,7.824445930877619,12,12.283882237332369,1,54,1,0,3,1,2,0,12.506180941677357,4,0,7.824445930877619
5275,12.914110901635024,14,12.972014574830805,0,79,3,1,0,2,2,0,0.0,2,0,16.077898565308505
5280,10.448743588106625,9,10.929099846555145,1,74,3,0,0,2,3,0,11.686887175419702,5,0,11.715874472198905
5285,6.19644412779452,8,11.175229004346514,0,20,2,0,1,1,1,0,8.577535420422398,3,1,6.19644412779452
5290,14.011900193662013,13,14.797534049239529,1,74,3,1,0,2,3,0,0.0,4,0,17.0257088819874
5295,10.106469212026385,12,11.837597736678639,1,52,3,0,2,1,2,0,13.107657778162631,2,0,14.251505517728456
5300,11.225256725762893,12,12.849194048905238,1,45,3,1,2,1,1,0,12.206077645517674,4,0,13.527829818844937
5305,8.412054873292933,4,10.623170750425082,0,82,2,1,0,1,3,0,9.394410399304254,2,1,8.517393171418904
5310,6.621405651764134,9,9.6246836542707,1,85,3,1,0,2,3,0,8.294299608857235,4,0,6.621405651764134
5315,12.638507446509221,13,15.436613831666566,1,65,3,0,0,1,2,0,14.212271897937022,2,0,15.606970148899995
5320,12.185875040240456,13,12.237838516809799,1,62,3,1,1,1,1,0,12.502470376049185,5,0,15.132723025777747
5325,8.895766604056085,8,10.596503161315887,0,26,2,0,1,1,2,1,4.795790545596741,2,0,9.332646496360152
5330,9.846970109700957,12,12.453624289743354,1,59,3,0,1,1,2,0,10.077482875583607,5,0,13.526362077528328
5335,5.71042701737487,8,10.076644749570697,1,82,2,0,0,2,3,0,8.527341522468053,5,0,6.156978985585555
5340,10.05195066017375,8,10.785106925081122,1,74,2,1,0,1,3,0,0.0,3,0,12.746071560344612
5345,9.717218213494077,9,11.883406949070103,1,40,3,0,0,1,1,0,12.614868865984631,3,0,13.436591465784137
5350,14.805795341217712,13,16.011977890073794,1,56,3,1,2,1,2,0,12.985399815906522,5,0,17.43259861228985
5355,11.302216779257382,12,12.84349604282837,1,71,1,1,0,1,2,0,12.128116509451258,3,0,13.893398021690297
5360,3.9318256327243257,1,10.87739942351305,1,63,2,0,0,1,4,0,12.843973993864076,1,0,3.9318256327243257
5365,11.864293351358109,12,11.797752121925635,1,39,3,1,2,1,2,0,14.603968372873895,2,0,14.4382894573091
5370,8.281723990411392,11,10.74678187553037,0,51,0,0,1,2,4,0,0.0,2,0,8.281723990411392
5375,5.351858133476067,11,10.623170750425082,0,42,2,0,1,2,1,0,9.90353755128617,5,0,5.351858133476067
5380,7.696667081526462,13,10.699154876036824,1,71,3,1,0,2,3,0,11.19822841866684,5,0,10.060534035475412
5385,9.261128538808288,12,11.941393817766459,0,32,3,0,0,1,1,0,11.331415578682627,3,0,12.313001430810091
5390,6.8885724595653635,12,10.95586961402582,0,57,2,0,0,2,1,0,9.409273194575334,5,0,10.470532816298427
5395,8.38958706681109,12,10.64914561257346,1,72,1,0,0,1,3,0,6.55250788703459,4,0,12.124868013083418
5400,7.696667081526462,13,10.792243293398966,0,41,3,0,2,2,1,0,11.264476926102367,4,0,8.343077871169383
5405,15.97929336296756,12,15.792433650098726,1,53,0,1,0,1,2,0,0.0,1,0,16.295739701925207
5410,8.853808274977197,10,10.121094683881875,0,38,2,0,0,2,2,0,9.239996256883693,5,0,9.99884318585288
5415,6.90875477931522,12,11.392290774522229,0,31,1,0,0,2,1,0,0.0,5,0,10.714439990727769
5420,5.707110264748875,9,9.818828007928495,0,66,2,0,0,2,3,0,8.006700845440367,4,0,8.895766604056085
5425,12.323860125621126,12,12.989449596486997,1,44,3,1,3,1,2,0,13.049794835104816,1,0,12.779875885354993
5430,8.517393171418904,10,11.485380194730258,1,38,2,0,1,1,1,0,10.410335274932896,5,0,10.34177474101152
5435,12.150036542839864,11,13.116788745738386,1,56,3,0,0,1,3,1,13.694473358254752,5,0,15.111634284163154
5440,9.105090961257085,9,10.451325058234776,0,66,2,1,0,2,1,0,7.550135342488429,4,0,10.799595985047786
5445,6.2166061010848646,7,10.936821754744528,0,74,0,0,1,1,3,0,0.0,1,0,6.68586094706836
5450,7.635786861395585,10,9.875983398597374,1,71,1,1,0,2,3,0,11.636831936290152,4,1,7.635786861395585
5455,5.303304908059076,6,8.46737502407256,1,58,2,0,0,2,4,0,0.0,5,0,5.303304908059076
5460,12.456485000398507,9,11.30306069379871,1,64,1,1,0,1,3,0,10.138994362833737,2,0,13.496559328113765
5465,11.225256725762893,13,14.406139704462902,1,72,3,0,0,2,3,0,0.0,5,0,16.25043892555006
5470,13.815511557963774,12,13.471569993863428,1,73,3,1,0,1,2,0,0.0,4,0,15.093663039015954
5475,7.696667081526462,10,9.930047914868675,0,36,2,1,1,2,3,0,0.0,3,0,11.636920278634463
5480,5.25227342804663,12,11.219680157476482,1,65,2,1,0,2,1,0,10.576457535657255,4,0,5.25227342804663
5485,7.972810784121404,8,12.888196106172224,1,67,2,1,0,1,3,0,9.781376414141157,4,0,14.915921561308119
5490,3.713572066704308,9,10.723251890363157,0,58,2,0,2,2,1,0,8.802522498284421,5,1,3.713572066704308
5495,6.398594934535208,5,9.930047914868675,1,60,1,0,0,1,3,0,10.62135173563291,1,1,6.398594934535208
5500,9.883335864325275,12,10.835727530509162,0,26,1,1,0,1,1,0,9.63174444388585,2,0,9.883335864325275
5505,12.810391344620207,12,14.298781248939573,1,55,3,1,0,1,3,0,12.611541086966115,4,0,17.576152401573903
5510,12.676079399771027,13,14.38495889425808,1,75,3,1,0,1,2,0,12.95039048795861,1,0,15.78122347437178
5515,9.332646496360152,10,10.723251890363157,1,76,1,0,0,1,3,0,11.775297421715827,4,0,10.628641991731053
5520,5.707110264748875,5,10.511947979456522,0,42,3,0,2,1,1,0,10.354595018522993,5,1,5.707110264748875
5525,7.9658927350845286,10,9.98133877479715,0,20,3,0,0,2,1,0,8.981052985901483,4,1,7.9658927350845286
5530,10.839600519357369,8,12.351540583185312,0,87,2,1,0,2,3,0,0.0,5,0,15.498384974310603
5535,12.847929163278053,14,12.028991330674025,1,92,3,1,0,1,3,0,0.0,2,0,13.74304846138319
5540,4.948759890378168,8,9.550580764956187,0,68,2,0,0,2,3,0,0.0,5,0,4.948759890378168
5545,15.377647406967904,14,13.235537273321357,1,68,3,1,0,1,3,0,14.72376952136689,4,0,16.398753184001833
5550,13.948292544854452,12,13.744816588981049,1,51,3,1,2,1,2,0,12.765691290604371,5,0,15.327997164683293
5555,3.044522437723423,8,10.204473075038809,0,45,0,0,2,2,1,0,5.707110264748875,5,0,3.044522437723423
5560,17.63062613065852,14,15.706510424925764,1,70,3,1,0,1,2,1,0.0,2,0,18.792671802096418
5565,12.194258128160552,12,12.907141144989039,1,65,3,1,0,1,2,0,11.141876276228,5,0,15.981112708583211
5570,12.676079399771027,12,14.236905884543397,1,84,3,1,0,1,3,0,0.0,2,0,17.227318151719974
5575,8.897135342293316,12,11.639529406064158,1,66,3,1,0,1,3,0,10.12667110305036,5,0,13.534884863944992
5580,13.367661298303675,13,13.434451103058061,1,59,3,1,0,2,1,0,13.451668563394815,2,0,15.503574975730604
5585,11.608244735642321,8,12.695990325827466,1,46,2,1,3,1,2,1,13.208542908506082,4,0,15.38620784998213
5590,14.085538458535822,14,14.964899457176823,1,79,0,1,0,1,2,0,0.0,4,0,16.816230422780546
5595,6.90875477931522,8,11.28963784015293,0,44,2,0,1,2,1,1,8.412054873292933,4,0,8.699681400989514
5600,19.114842414743034,9,18.67311106796775,1,84,3,1,0,1,3,1,0.0,5,0,21.413610594885686
5605,7.313886831633462,8,10.596503161315887,0,44,1,0,2,2,1,0,10.345959386273389,1,1,7.313886831633462
5610,11.686887175419702,14,11.805849271474132,0,30,3,1,0,2,1,0,11.705205603408396,4,0,11.837910547573129
5615,12.726356399830706,14,12.133060100630725,1,67,3,0,0,2,3,0,0.0,2,0,14.892899550664186
5620,5.860786223465865,4,10.030126736355644,1,47,0,0,4,1,1,0,11.159972158567948,2,0,9.920885329712549
5625,10.778977123006351,8,10.316010544117953,1,90,2,1,0,1,3,0,0.0,5,0,11.856522261533737
5630,0.6931471805599453,7,10.569104881654322,0,28,1,0,0,1,1,0,0.0,4,0,0.6931471805599453
5635,11.098182449881282,14,13.025817159065012,1,40,3,0,4,1,1,0,13.159661088928443,2,0,12.713043850558964
5640,12.216027926866138,9,11.175229004346514,1,65,3,1,0,2,3,0,0.0,4,0,14.070928444421819
5645,11.565527402710426,14,11.875916329276292,1,64,3,0,2,1,2,0,12.701381504556094,1,0,12.894209796826232
5650,0.0,7,9.875983398597374,0,22,1,0,3,2,4,0,0.0,2,0,0.0
5655,11.002116507732017,12,9.875983398597374,1,60,2,1,0,2,3,0,0.0,1,0,11.80560254159177
5660,17.136974775705948,12,18.329498860634676,1,79,3,1,0,1,2,0,11.23850177707664,5,0,18.62163497103381
5665,5.303304908059076,4,9.16041709112295,0,64,1,0,0,2,3,0,0.0,5,0,5.303304908059076
5670,3.970291913552122,7,9.69367212060944,1,37,2,0,2,2,3,0,11.552155793461898,4,0,3.970291913552122
5675,10.714439990727769,12,11.028627743384128,1,75,3,1,0,1,3,0,0.0,2,0,11.898194668458823
5680,9.305741456739435,14,12.823293389443144,1,79,3,0,0,2,3,0,10.275085591132715,5,0,16.953219753795878
5685,7.783640596221253,8,11.507358877993518,1,79,2,0,0,1,3,0,10.638280388314705,4,0,8.682877107057168
5690,4.61512051684126,14,10.31779779558084,0,52,2,0,2,2,1,1,4.61512051684126,5,0,4.61512051684126
5695,15.086871226441708,13,18.27489081845052,1,72,3,1,0,1,2,0,0.0,4,0,18.58839362002635
5700,8.748463629942055,8,10.792243293398966,0,65,2,1,0,2,1,0,8.006700845440367,3,0,11.574029971623514
5705,7.912423121473705,9,9.930047914868675,0,37,2,0,0,2,1,0,0.0,4,0,9.451795243061646
5710,8.556606193773073,4,10.451325058234776,1,56,2,0,1,2,1,0,12.210318618614965,4,0,8.556606193773073
5715,5.968707559985366,10,11.079920226254767,0,45,3,0,1,1,3,0,0.0,5,0,5.968707559985366
5720,4.875197323201151,12,9.550580764956187,0,32,1,0,0,2,1,0,10.102379394048045,5,1,4.875197323201151
5725,10.839992591660524,12,12.738135820860625,0,30,3,1,0,1,1,0,10.203629181337648,1,0,12.581150708498319
5730,10.308985993422082,12,11.1514643288079,1,93,2,0,0,2,3,0,0.0,3,0,12.323860125621126
5735,6.2166061010848646,9,8.931602548935768,0,37,1,0,3,2,1,0,9.61587214452889,5,1,6.2166061010848646
5740,12.95039048795861,12,16.58394831385142,1,92,2,1,2,1,1,0,15.82372472458392,2,0,18.19529719822284
5745,13.351888125506433,12,14.64473204910927,1,66,3,1,0,1,3,0,0.0,5,0,15.025366323688703
5750,12.175618592671356,12,15.03114882239864,1,51,2,1,1,1,2,0,0.0,5,0,15.225033289463235
5755,8.77971129020447,12,13.646136579473488,1,56,3,1,0,1,1,1,0.0,2,0,15.426048065621897
5760,7.186144304522325,13,11.046019206267971,0,35,2,0,0,2,1,1,11.85211543378091,1,0,7.186144304522325
5765,11.634886427589382,12,12.009446852348587,0,36,3,0,1,1,1,0,11.999669439469741,5,0,12.578225683356768
5770,10.985309671896763,10,12.016004213152664,1,60,2,1,1,1,1,0,12.319405795112926,2,0,13.752571823152559
5775,14.880566407812204,12,14.663424174063584,1,72,3,1,0,1,2,0,0.0,4,0,16.563806651671893
5780,8.936035096566041,8,10.835727530509162,0,41,2,0,2,2,2,0,8.699681400989514,2,0,8.936035096566041
5785,10.440010162389305,8,12.370059551652831,1,47,3,0,3,1,1,0,12.056417678159836,4,0,13.104608691643616
5790,10.87806606028079,13,12.002846208646966,1,62,3,1,0,1,1,0,12.206077645517674,4,0,13.434251602680698
5795,10.184937747111391,12,12.283882237332369,1,25,3,1,0,1,1,0,13.371877742097997,5,0,12.56689248749841
5800,14.480773049173369,13,12.498992721632195,1,60,3,0,2,1,1,0,12.209571517333053,5,0,15.555099330456029
5805,9.105090961257085,11,11.20508155522288,1,69,3,1,0,2,3,0,9.852246888342531,5,0,13.448786721172443
5810,10.896757843893464,8,12.406099337875917,1,62,3,1,0,1,1,0,13.100528726946786,4,0,13.772604100793789
5815,13.740788089353964,12,15.212401382831677,1,70,3,1,0,1,3,1,0.0,2,0,18.079260299116548
5820,12.491255347155265,13,12.753884131943826,1,62,3,0,0,1,3,0,11.790564777297387,4,0,16.002909353357456
5825,8.38958706681109,10,9.818828007928495,0,35,0,0,0,2,2,0,6.90875477931522,5,0,9.70509758756311
5830,10.373522431293592,10,12.753884131943826,1,58,3,1,1,1,1,0,13.17628511440807,3,0,14.339410933423922
5835,4.394449154672439,9,11.316305758236654,1,44,2,0,2,1,1,0,11.149096419938578,3,0,13.212352150880049
5840,10.597659208142261,14,14.222619936784797,1,73,3,1,0,1,2,0,13.237834409104792,5,0,16.885491447352628
5845,6.803505257608338,8,9.875983398597374,0,22,2,0,1,1,1,0,10.268165387743457,2,0,6.803505257608338
5850,9.012011377036412,9,10.80109272755613,1,75,3,0,0,1,3,0,0.0,5,0,12.355358654868867
5855,12.959846800844963,9,13.559241704127968,1,74,3,1,0,1,2,0,15.575435475730107,2,0,15.904283550911996
5860,13.68767832281738,14,15.77278071494253,1,57,2,1,1,1,2,0,0.0,3,0,15.985478240524793
5865,10.955724259582695,14,13.870047844031516,1,65,3,0,2,1,1,0,14.381392955337352,3,1,13.090420595740664
5870,10.308985993422082,1,10.41957729248823,1,74,2,0,1,1,3,0,10.12667110305036,4,0,10.596659732783579
5875,9.901535648810883,12,12.066970356293535,1,35,2,1,1,1,1,0,12.521251930587761,5,0,11.771907091687094
5880,9.34583234141334,8,12.672538737500124,0,56,1,0,1,1,1,0,11.915058360753719,1,1,14.253927411269165
5885,9.308464769969381,3,10.16365262239305,1,53,2,0,0,2,1,0,11.58330004812049,2,1,9.308464769969381
5890,7.13966033596492,10,10.87739942351305,1,32,3,0,3,1,1,0,11.386466149013488,5,0,7.72356247227797
5895,9.546884034617925,8,11.09644927542817,1,82,2,1,0,1,3,0,0.0,5,0,9.680406499268875
5900,7.601402334583733,10,10.540934738927314,1,76,1,0,0,2,3,0,10.969077213506518,2,0,7.601402334583733
5905,8.160803920954665,6,10.814221753204105,1,77,1,0,1,2,3,0,10.150386692204734,3,1,8.160803920954665
5910,9.99884318585288,10,11.112709551691127,1,42,2,0,2,1,1,0,10.298935994257638,5,0,9.99884318585288
5915,6.7464121285733745,9,9.288237848223762,0,35,1,0,4,2,1,0,10.709985739582528,4,1,6.7464121285733745
5920,10.089593605747774,13,12.115464434225991,1,56,3,1,1,1,1,0,12.285812230343542,3,0,14.858395525937038
5925,10.315630315397533,10,11.639529406064158,1,57,1,1,1,1,1,0,12.419977652611005,2,0,11.267037714175425
5930,8.575650760987806,9,12.12722921174015,1,60,3,0,2,1,1,0,13.251637470576167,3,0,13.767685977468846
5935,6.447305862541213,5,10.451325058234776,0,66,2,0,0,1,3,0,6.90875477931522,5,0,6.447305862541213
5940,8.853808274977197,12,11.159961747859198,1,31,2,1,0,2,1,0,11.01946485942108,4,0,11.19822841866684
5945,10.714439990727769,13,12.811563081495608,1,66,3,1,0,1,3,0,12.748399843328054,5,0,15.420739826467843
5950,0.0,3,10.076644749570697,0,45,1,0,1,2,4,0,9.798182590890704,1,0,0.0
5955,6.2166061010848646,10,11.355019808159389,0,55,2,1,0,1,1,0,10.657282884047461,5,0,12.058158312538197
5960,0.6931471805599453,7,9.875983398597374,0,56,2,0,1,2,2,0,0.0,4,0,0.6931471805599453
5965,11.626263078808801,9,12.642254344704051,1,75,3,1,0,1,3,0,10.463131911491967,3,0,13.872836568870161
5970,7.650168700845001,5,11.549918073413814,1,63,2,0,0,1,1,0,12.115606215804869,3,0,12.45332717690471
5975,11.695255355062795,14,13.600394318139118,1,76,2,1,0,1,3,0,9.546884034617925,2,0,15.618869327780313
5980,11.595435894542709,9,10.723251890363157,0,74,0,1,0,2,3,0,0.0,4,0,11.595435894542709
5985,5.771441123130016,10,10.511947979456522,0,72,1,0,0,2,2,0,8.81001204797317,2,1,6.19644412779452
5990,9.741027444837728,13,11.485380194730258,0,42,3,1,0,2,4,0,8.45553053102413,2,0,12.117246896289503
5995,4.709530201312334,1,10.121094683881875,0,59,2,0,1,1,3,0,5.602118820879701,1,1,4.709530201312334
6000,14.03945458880924,13,15.143217525341528,1,81,2,1,0,2,2,1,0.0,2,0,16.96615041053933
6005,6.3473892096560105,12,10.85678052964002,0,61,2,0,0,1,1,0,10.34177474101152,5,0,6.3473892096560105
6010,9.305741456739435,10,10.792243293398966,0,65,3,1,0,2,1,0,6.878326468291325,2,0,11.856522261533737
6015,11.61909465356394,13,13.462534031255684,1,46,3,1,2,1,1,0,13.389333939650964,1,0,14.238292199059575
6020,13.457407451830088,13,13.979494069068629,1,52,3,1,2,1,4,0,12.959846800844963,2,0,15.39798849428095
6025,10.451637862362272,8,10.243692364956795,0,21,1,0,0,1,1,1,7.496097345175956,1,0,10.451637862362272
6030,12.185875040240456,9,12.72856639808729,1,55,3,0,0,1,2,0,13.161586013632684,4,0,12.601490784782536
6035,7.065613363597717,8,11.549918073413814,1,52,1,0,1,1,1,0,11.803884661779371,2,1,12.51785325170339
6040,10.526775414924009,9,10.16365262239305,1,85,1,0,1,2,3,0,10.819798284210286,5,0,10.664316745782925
6045,10.308985993422082,14,13.552233976054755,1,62,2,0,2,1,2,0,14.285514812209815,5,0,16.405527767173645
6050,10.596659732783579,9,10.386788464403516,1,68,2,1,0,2,3,0,0.0,3,0,10.596659732783579
6055,5.638354669333745,9,10.31779779558084,0,27,1,0,1,2,1,0,9.174816815907135,5,0,5.638354669333745
6060,10.129068131883756,12,12.041811943026103,1,41,3,1,1,1,1,0,12.75130259456002,3,0,14.965785389505987
6065,7.496097345175956,9,9.101927216896524,0,32,1,0,0,2,4,0,8.45553053102413,4,1,7.496097345175956
6070,10.122663242288953,14,10.511947979456522,1,63,2,1,0,1,3,0,0.0,4,0,15.309515396417908
6075,11.571203807011969,12,12.538910936217794,1,76,3,1,0,1,2,0,0.0,3,0,14.889830495593335
6080,5.303304908059076,12,8.396772838418745,0,44,2,0,3,1,1,0,0.0,4,0,10.70819846893854
6085,11.350418300109132,13,10.814221753204105,1,54,3,0,0,2,2,0,13.614129721522806,2,0,14.067825263578738
6090,10.518700218288165,13,11.560280761065794,1,68,2,0,0,2,3,0,10.404293143019792,5,0,11.522885696764481
6095,8.537191877922927,10,11.234068703381137,1,72,3,1,1,1,3,0,10.596659732783579,5,0,10.67130147767883
6100,11.289794413577894,13,11.773059697378923,1,39,2,0,2,2,1,0,11.904974309480183,5,0,11.402005077384885
6105,12.079664394417284,14,13.079132103483216,1,71,3,0,0,1,2,0,13.592368256649284,1,0,16.439182349138534
6110,11.060856051960645,7,11.28963784015293,1,74,2,1,0,1,3,0,0.0,5,0,13.560142065917805
6115,10.747229096720554,13,11.316305758236654,0,37,3,1,0,2,1,0,0.0,3,0,12.298200494359103
6120,16.21431459952538,13,12.917807886490609,1,53,3,0,1,1,2,0,0.0,4,0,16.478737785181014
6125,9.680406499268875,8,11.639529406064158,1,62,2,1,0,1,3,0,12.031725210748633,1,0,13.073175234051686
6130,0.6931471805599453,9,8.511817646790524,1,56,2,0,0,1,1,0,11.071330462204312,1,0,0.6931471805599453
6135,14.523546843628687,13,14.106571090063877,1,72,3,1,0,1,1,0,11.407576060361786,2,0,16.986917387534973
6140,9.349319399257634,12,11.112709551691127,0,68,3,1,0,1,2,0,10.789339695269716,1,0,9.349319399257634
6145,9.210440366976517,2,10.674462827538377,1,49,3,0,1,1,1,1,7.438971592395862,2,0,9.210440366976517
6150,11.708006933399451,13,13.21012050630853,1,58,3,1,1,1,1,0,13.779262462202759,2,0,14.311754990977608
6155,10.933124826700707,12,11.658397725704077,1,29,2,1,2,1,1,0,12.46110626016646,5,0,11.561725152903833
6160,0.0,8,10.16365262239305,0,44,2,0,0,2,4,0,0.0,1,0,0.0
6165,12.442333783869854,13,15.79392953647824,1,58,3,1,0,1,2,0,14.53821702620254,2,0,16.678585399735827
6170,8.764209507142004,12,11.639529406064158,1,32,3,1,0,2,1,0,12.411463546908074,3,0,12.062208048765859
6175,8.476579508530941,8,11.667700038278326,0,29,2,0,0,1,1,0,10.736418414365376,4,1,8.936035096566041
6180,11.58989576532275,13,12.073162291050107,1,49,3,1,2,1,1,0,13.327751835792448,2,0,13.82347971967645
6185,10.518700218288165,13,13.489849803556364,1,52,2,0,1,1,1,1,13.190023895035274,1,0,14.13541850392694
